cidade,ano,estado,regiao,taxa_deposito,pib,pib_percapita,saude,saude_percapita,endividamento,idade_media,populacao,spread,id
"Congo, Rep.",7/1/01 0:00,Centro Oeste,Middle Centro Oeste,5,$2.79B,$0.9K,2,$0.0B,21,54,"3,213,330",16,228
Angola,7/1/01 0:00,Centro Oeste,Middle Centro Oeste,48,$8.94B,$0.6K,3,$0.0B,96,46,"14,388,244",48,229
Gabon,7/1/01 0:00,Centro Oeste,Middle Centro Oeste,5,$4.71B,$3.7K,3,$0.0B,,59,"1,263,165",,230
Central Centro Oesten Republic,7/1/01 0:00,Centro Oeste,Middle Centro Oeste,5,$0.97B,$0.3K,4,$0.0B,21,44,"3,767,068",16,231
"Congo, Dem. Rep.",7/1/01 0:00,Centro Oeste,Middle Centro Oeste,,$4.69B,$0.1K,4,$0.0B,,46,"50,989,424",,232
Cameroon,7/1/01 0:00,Centro Oeste,Middle Centro Oeste,5,$9.60B,$0.6K,5,$0.0B,21,50,"16,039,737",16,233
Chad,7/1/01 0:00,Centro Oeste,Middle Centro Oeste,5,$1.71B,$0.2K,6,$0.0B,21,48,"8,517,944",16,234
Sao Tome and Principe,7/1/01 0:00,Centro Oeste,Middle Centro Oeste,15,$0.08B,$0.5K,13,$0.0B,37,63,"143,430",22,235
South Sudan,7/1/01 0:00,Centro Oeste,Northern Centro Oeste,,,,,,,,"6,824,267",,236
Sudan,7/1/01 0:00,Centro Oeste,Northern Centro Oeste,,$13.36B,$0.4K,4,$0.0B,,58,"28,177,967",,237
Morocco,7/1/01 0:00,Centro Oeste,Northern Centro Oeste,5,$37.72B,$1.3K,4,$0.0B,13,69,"29,129,204",8,238
Algeria,7/1/01 0:00,Centro Oeste,Northern Centro Oeste,6,$55.18B,$1.8K,4,$0.0B,10,70,"30,982,214",4,239
Libya,7/1/01 0:00,Centro Oeste,Northern Centro Oeste,3,$28.42B,$5.3K,4,$0.0B,7,73,"5,331,311",4,240
"Egypt, Arab Rep.",7/1/01 0:00,Centro Oeste,Northern Centro Oeste,9,$97.63B,$1.4K,6,$0.0B,13,70,"68,888,032",4,241
Tunisia,7/1/01 0:00,Centro Oeste,Northern Centro Oeste,,$22.07B,$2.3K,6,$0.0B,,73,"9,673,600",,242
Botswana,7/1/01 0:00,Centro Oeste,Southern Centro Oeste,10,$6.03B,$3.4K,5,$0.0B,16,50,"1,784,449",6,243
Swaziland,7/1/01 0:00,Centro Oeste,Southern Centro Oeste,6,$1.35B,$1.3K,6,$0.0B,13,47,"1,012,111",7,244
Namibia,7/1/01 0:00,Centro Oeste,Southern Centro Oeste,7,$3.55B,$1.8K,6,$0.0B,15,57,"1,936,399",8,245
Lesotho,7/1/01 0:00,Centro Oeste,Southern Centro Oeste,5,$0.69B,$0.3K,7,$0.0B,17,46,"1,988,983",12,246
South Centro Oeste,7/1/01 0:00,Centro Oeste,Southern Centro Oeste,9,$118.48B,$2.6K,9,$0.0B,14,54,"44,909,738",5,247
Mauritania,7/1/01 0:00,Centro Oeste,Western Centro Oeste,8,$1.30B,$0.5K,3,$0.0B,23,57,"2,720,367",15,248
Niger,7/1/01 0:00,Centro Oeste,Western Centro Oeste,4,$1.95B,$0.2K,4,$0.0B,,49,"11,308,134",,249
Cote d'Ivoire,7/1/01 0:00,Centro Oeste,Western Centro Oeste,4,$10.55B,$0.6K,4,$0.0B,,50,"16,892,864",,250
Nigeria,7/1/01 0:00,Centro Oeste,Western Centro Oeste,15,$48.00B,$0.4K,5,$0.0B,23,47,"126,704,722",8,251
Burkina Faso,7/1/01 0:00,Centro Oeste,Western Centro Oeste,4,$2.81B,$0.2K,5,$0.0B,,51,"12,648,474",,252
Benin,7/1/01 0:00,Centro Oeste,Western Centro Oeste,4,$2.37B,$0.4K,5,$0.0B,,53,"6,721,337",,253
Togo,7/1/01 0:00,Centro Oeste,Western Centro Oeste,4,$1.33B,$0.3K,5,$0.0B,,55,"4,926,142",,254
Senegal,7/1/01 0:00,Centro Oeste,Western Centro Oeste,4,$4.88B,$0.5K,5,$0.0B,,56,"9,758,841",,255
Cape Verde,7/1/01 0:00,Centro Oeste,Western Centro Oeste,5,$0.56B,$1.3K,5,$0.0B,13,70,"445,096",8,256
Guinea-Bissau,7/1/01 0:00,Centro Oeste,Western Centro Oeste,4,$0.20B,$0.2K,6,$0.0B,,45,"1,264,855",,257
Mali,7/1/01 0:00,Centro Oeste,Western Centro Oeste,4,$2.63B,$0.2K,6,$0.0B,,48,"11,639,798",,258
Guinea,7/1/01 0:00,Centro Oeste,Western Centro Oeste,8,$2.89B,$0.3K,6,$0.0B,,49,"8,472,339",,259
"Gambia, The",7/1/01 0:00,Centro Oeste,Western Centro Oeste,13,$0.69B,$0.5K,6,$0.0B,24,55,"1,335,674",11,260
Ghana,7/1/01 0:00,Centro Oeste,Western Centro Oeste,31,$5.31B,$0.3K,7,$0.0B,,59,"19,632,265",,261
Liberia,7/1/01 0:00,Centro Oeste,Western Centro Oeste,6,$0.52B,$0.2K,10,$0.0B,22,47,"2,939,296",16,262
Sierra Leone,7/1/01 0:00,Centro Oeste,Western Centro Oeste,8,$0.81B,$0.2K,14,$0.0B,24,41,"4,303,850",16,263
"Korea, Dem. Rep.",7/1/01 0:00,Asia,,,,,,,,66,"23,083,419",,264
"Macao SAR, China",7/1/01 0:00,Asia,,3,$6.51B,$14.8K,,,8,79,"440,265",5,265
"Hong Kong SAR, China",7/1/01 0:00,Asia,,2,$166.59B,$24.8K,,,5,81,"6,714,300",3,266
Myanmar,7/1/01 0:00,Asia,,10,,,2,$0.0B,15,62,"45,323,903",5,267
Indonesia,7/1/01 0:00,Asia,,15,$160.45B,$0.7K,2,$0.0B,19,66,"216,203,499",4,268
Pakistan,7/1/01 0:00,Asia,,,$72.31B,$0.5K,3,$0.0B,,63,"147,557,907",,269
Bangladesh,7/1/01 0:00,Asia,,8,$46.99B,$0.4K,3,$0.0B,16,65,"131,944,584",8,270
Kazakhstan,7/1/01 0:00,Asia,,,$22.15B,$1.5K,3,$0.0B,,66,"14,858,335",,271
Philippines,7/1/01 0:00,Asia,,9,$76.26B,$1.0K,3,$0.0B,12,67,"78,964,389",3,272
Malaysia,7/1/01 0:00,Asia,,3,$92.78B,$3.9K,3,$0.0B,7,72,"23,964,621",4,273
Thailand,7/1/01 0:00,Asia,,3,$115.54B,$1.8K,3,$0.0B,7,73,"63,898,879",4,274
Brunei Darussalam,7/1/01 0:00,Asia,,,$5.60B,$16.8K,3,$0.0B,6,76,"334,348",,275
Singapore,7/1/01 0:00,Asia,,2,$91.15B,$22.0K,3,$0.0B,6,78,"4,138,000",4,276
Lao PDR,7/1/01 0:00,Asia,,7,$1.77B,$0.3K,4,$0.0B,26,62,"5,408,912",19,277
Turkmenistan,7/1/01 0:00,Asia,,,$3.53B,$0.8K,4,$0.0B,,64,"4,551,737",,278
Azerbaijan,7/1/01 0:00,Asia,,8,$5.71B,$0.7K,4,$0.0B,20,67,"8,111,200",12,279
Sri Lanka,7/1/01 0:00,Asia,,11,$15.75B,$0.8K,4,$0.0B,19,72,"18,797,000",8,280
India,7/1/01 0:00,Asia,,,$492.38B,$0.5K,5,$0.0B,12,62,"1,071,374,264",,281
Nepal,7/1/01 0:00,Asia,,5,$6.01B,$0.2K,5,$0.0B,8,62,"24,980,184",3,282
Tajikistan,7/1/01 0:00,Asia,,5,$1.08B,$0.2K,5,$0.0B,21,64,"6,232,587",16,283
Kyrgyz Republic,7/1/01 0:00,Asia,,13,$1.53B,$0.3K,5,$0.0B,37,69,"4,945,100",24,284
China,7/1/01 0:00,Asia,,2,"$1,324.81B",$1.0K,5,$0.0B,6,71,"1,271,850,000",4,285
"Korea, Rep.",7/1/01 0:00,Asia,,6,$504.59B,$10.7K,5,$0.0B,8,76,"47,357,000",2,286
Cambodia,7/1/01 0:00,Asia,,4,$3.98B,$0.3K,6,$0.0B,,58,"12,653,684",,287
Bhutan,7/1/01 0:00,Asia,,8,$0.46B,$0.8K,6,$0.0B,16,62,"588,050",8,288
Mongolia,7/1/01 0:00,Asia,,14,$1.27B,$0.5K,6,$0.0B,37,64,"2,434,515",23,289
Uzbekistan,7/1/01 0:00,Asia,,,$11.40B,$0.5K,6,$0.0B,,67,"24,964,400",,290
Vietnam,7/1/01 0:00,Asia,,5,$32.69B,$0.4K,6,$0.0B,9,72,"78,621,000",4,291
Armenia,7/1/01 0:00,Asia,,15,$2.12B,$0.7K,7,$0.0B,27,71,"3,065,810",12,292
Timor-Leste,7/1/01 0:00,Asia,,,$0.28B,$0.3K,8,$0.0B,,57,"852,522",,293
Maldives,7/1/01 0:00,Asia,,7,$0.79B,$2.8K,8,$0.0B,13,71,"277,791",6,294
Georgia,7/1/01 0:00,Asia,,8,$3.22B,$0.7K,8,$0.0B,27,72,"4,386,400",19,295
Japan,7/1/01 0:00,Asia,,0,"$4,159.86B",$32.7K,8,$0.0B,2,81,"127,149,000",2,296
Afghanistan,7/1/01 0:00,Asia,,,$2.46B,$0.1K,9,$0.0B,,46,"26,697,430",,297
Estonia,7/1/01 0:00,Europe,European Union,4,$6.24B,$4.6K,5,$0.0B,8,70,"1,364,101",4,298
Romania,7/1/01 0:00,Europe,European Union,27,$40.18B,$1.8K,5,$0.0B,45,71,"22,131,970",18,299
Latvia,7/1/01 0:00,Europe,European Union,5,$8.31B,$3.5K,6,$0.0B,11,71,"2,355,011",6,300
Lithuania,7/1/01 0:00,Europe,European Union,3,$12.16B,$3.5K,6,$0.0B,10,72,"3,481,292",7,301
Poland,7/1/01 0:00,Europe,European Union,12,$190.42B,$5.0K,6,$0.0B,18,74,"38,248,076",6,302
Cyprus,7/1/01 0:00,Europe,European Union,6,$9.68B,$13.8K,6,$0.0B,8,78,"961,482",2,303
Bulgaria,7/1/01 0:00,Europe,European Union,3,$13.87B,$1.7K,7,$0.0B,11,72,"8,020,282",8,304
Hungary,7/1/01 0:00,Europe,European Union,8,$52.72B,$5.2K,7,$0.0B,12,72,"10,187,576",4,305
Slovak Republic,7/1/01 0:00,Europe,European Union,6,$30.32B,$5.6K,7,$0.0B,11,73,"5,378,867",5,306
Czech Republic,7/1/01 0:00,Europe,European Union,3,$64.38B,$6.3K,7,$0.0B,7,75,"10,236,491",4,307
Ireland,7/1/01 0:00,Europe,European Union,0,$105.70B,$27.3K,7,$0.0B,5,77,"3,866,243",5,308
Luxembourg,7/1/01 0:00,Europe,European Union,,$20.20B,$45.7K,7,$0.0B,,78,"441,525",,309
United Kingdom,7/1/01 0:00,Europe,European Union,,"$1,470.60B",$24.9K,7,$0.0B,5,78,"59,107,960",,310
Finland,7/1/01 0:00,Europe,European Union,2,$124.64B,$24.0K,7,$0.0B,6,78,"5,188,008",4,311
Malta,7/1/01 0:00,Europe,European Union,5,$3.92B,$10.0K,7,$0.0B,7,78,"393,028",2,312
Spain,7/1/01 0:00,Europe,European Union,3,$608.86B,$15.0K,7,$0.0B,5,79,"40,720,484",2,313
Netherlands,7/1/01 0:00,Europe,European Union,3,$400.65B,$25.0K,8,$0.0B,5,78,"16,046,180",2,314
Italy,7/1/01 0:00,Europe,European Union,2,"$1,123.70B",$19.7K,8,$0.0B,7,80,"56,977,217",5,315
Slovenia,7/1/01 0:00,Europe,European Union,10,$20.50B,$10.3K,9,$0.0B,15,76,"1,992,060",5,316
Portugal,7/1/01 0:00,Europe,European Union,,$120.33B,$11.7K,9,$0.0B,,77,"10,292,999",,317
Denmark,7/1/01 0:00,Europe,European Union,3,$160.48B,$29.9K,9,$0.0B,8,77,"5,358,783",5,318
Belgium,7/1/01 0:00,Europe,European Union,3,$232.49B,$22.6K,9,$0.0B,8,78,"10,286,570",5,319
Greece,7/1/01 0:00,Europe,European Union,3,$129.84B,$11.9K,9,$0.0B,9,78,"10,949,957",6,320
Sweden,7/1/01 0:00,Europe,European Union,2,$227.36B,$25.6K,9,$0.0B,6,80,"8,895,960",4,321
Germany,7/1/01 0:00,Europe,European Union,4,"$1,880.89B",$22.8K,10,$0.0B,10,78,"82,349,925",6,322
Austria,7/1/01 0:00,Europe,European Union,,$191.68B,$23.8K,10,$0.0B,,79,"8,042,293",,323
France,7/1/01 0:00,Europe,European Union,3,"$1,338.30B",$21.8K,10,$0.0B,7,79,"61,355,563",4,324
Isle of Man,7/1/01 0:00,Europe,Independent,,$1.61B,$20.8K,,,,,"77,577",,325
Liechtenstein,7/1/01 0:00,Europe,Independent,,$2.49B,$75.0K,,,,,"33,239",,326
Kosovo,7/1/01 0:00,Europe,Independent,,$2.54B,$1.5K,,,,68,"1,701,154",,327
Faeroe Islands,7/1/01 0:00,Europe,Independent,,$1.15B,$24.9K,,,,79,"46,358",,328
Monaco,7/1/01 0:00,Europe,Independent,,$2.67B,$75.7K,3,$0.0B,,,"35,288",,329
Turkey,7/1/01 0:00,Europe,Independent,75,$196.01B,$3.0K,5,$0.0B,,70,"64,544,914",,330
Russian Federation,7/1/01 0:00,Europe,Independent,5,$306.60B,$2.1K,6,$0.0B,18,65,"145,949,580",13,331
Ukraine,7/1/01 0:00,Europe,Independent,11,$38.01B,$0.8K,6,$0.0B,32,68,"48,683,865",21,332
Albania,7/1/01 0:00,Europe,Independent,8,$4.09B,$1.3K,6,$0.0B,20,75,"3,077,378",12,333
Andorra,7/1/01 0:00,Europe,Independent,,$1.26B,$19.1K,7,$0.0B,,,"66,390",,334
Moldova,7/1/01 0:00,Europe,Independent,21,$1.48B,$0.4K,7,$0.0B,29,67,"3,631,460",8,335
Belarus,7/1/01 0:00,Europe,Independent,34,$12.35B,$1.2K,7,$0.0B,47,69,"9,970,260",13,336
Bosnia and Herzegovina,7/1/01 0:00,Europe,Independent,,$5.75B,$1.5K,7,$0.0B,,75,"3,748,370",,337
Croatia,7/1/01 0:00,Europe,Independent,3,$23.05B,$5.2K,7,$0.0B,10,75,"4,440,000",7,338
San Marino,7/1/01 0:00,Europe,Independent,3,$0.82B,$29.6K,7,$0.0B,9,81,"27,543",6,339
Serbia,7/1/01 0:00,Europe,Independent,4,$11.39B,$1.5K,8,$0.0B,35,72,"7,503,433",31,340
"Macedonia, FYR",7/1/01 0:00,Europe,Independent,10,$3.44B,$1.7K,8,$0.0B,19,73,"2,016,075",9,341
Montenegro,7/1/01 0:00,Europe,Independent,,$1.16B,$1.8K,9,$0.0B,,75,"630,299",,342
Norway,7/1/01 0:00,Europe,Independent,6,$170.92B,$37.9K,9,$0.0B,9,79,"4,513,751",3,343
Iceland,7/1/01 0:00,Europe,Independent,11,$7.92B,$27.8K,10,$0.0B,18,80,"284,968",7,344
Switzerland,7/1/01 0:00,Europe,Independent,2,$254.99B,$35.3K,11,$0.0B,4,80,"7,229,854",2,345
Iraq,7/1/01 0:00,Middle East,,,$18.94B,$0.8K,1,$0.0B,,70,"24,937,728",,346
Oman,7/1/01 0:00,Middle East,,4,$19.95B,$8.8K,3,$0.0B,9,74,"2,279,171",5,347
Qatar,7/1/01 0:00,Middle East,,,$17.54B,$28.8K,3,$0.0B,,76,"608,057",,348
Bahrain,7/1/01 0:00,Middle East,,3,$7.93B,$12.3K,4,$0.0B,11,74,"642,510",8,349
Kuwait,7/1/01 0:00,Middle East,,4,$34.89B,$17.4K,4,$0.0B,8,74,"2,009,588",4,350
United Arab Emirates,7/1/01 0:00,Middle East,,4,$103.31B,$32.8K,4,$0.0B,8,75,"3,149,440",4,351
"Yemen, Rep.",7/1/01 0:00,Middle East,,13,$9.85B,$0.5K,5,$0.0B,18,60,"18,266,008",5,352
"Iran, Islamic Rep.",7/1/01 0:00,Middle East,,,$115.44B,$1.7K,5,$0.0B,,70,"66,313,553",,353
Saudi Arabia,7/1/01 0:00,Middle East,,,$183.01B,$8.8K,5,$0.0B,,72,"20,681,576",,354
Syrian Arab Republic,7/1/01 0:00,Middle East,,4,$21.10B,$1.3K,5,$0.0B,9,74,"16,454,926",5,355
Israel,7/1/01 0:00,Middle East,,6,$122.94B,$19.1K,8,$0.0B,10,79,"6,439,000",4,356
Lebanon,7/1/01 0:00,Middle East,,11,$17.65B,$4.6K,10,$0.0B,17,71,"3,802,903",6,357
Jordan,7/1/01 0:00,Middle East,,6,$8.98B,$1.8K,10,$0.0B,11,72,"4,917,500",5,358
American Samoa,7/1/01 0:00,Oceania,,,,,,,,,"58,633",,359
French Polynesia,7/1/01 0:00,Oceania,,,,,,,,73,"241,448",,360
Guam,7/1/01 0:00,Oceania,,,,,,,,74,"157,596",,361
New Caledonia,7/1/01 0:00,Oceania,,,,,,,,75,"217,324",,362
Fiji,7/1/01 0:00,Oceania,,3,$1.66B,$2.0K,3,$0.0B,8,68,"814,780",5,363
Papua New Guinea,7/1/01 0:00,Oceania,,5,$3.08B,$0.6K,4,$0.0B,16,59,"5,518,586",11,364
Vanuatu,7/1/01 0:00,Oceania,,1,$0.26B,$1.4K,4,$0.0B,9,68,"189,544",8,365
Solomon Islands,7/1/01 0:00,Oceania,,1,$0.40B,$1.0K,5,$0.0B,15,63,"420,232",14,366
Samoa,7/1/01 0:00,Oceania,,,$0.24B,$1.4K,5,$0.0B,,70,"177,645",,367
Tonga,7/1/01 0:00,Oceania,,5,$0.17B,$1.7K,7,$0.0B,11,71,"98,476",6,368
New Zealand,7/1/01 0:00,Oceania,,5,$52.87B,$13.6K,8,$0.0B,8,79,"3,880,500",3,369
Australia,7/1/01 0:00,Oceania,,4,$380.44B,$19.6K,8,$0.0B,9,80,"19,413,000",5,370
Kiribati,7/1/01 0:00,Oceania,,,$0.06B,$0.7K,9,$0.0B,,,"85,550",,371
"Micronesia, Fed. Sts.",7/1/01 0:00,Oceania,,3,$0.24B,$2.2K,9,$0.0B,15,67,"107,290",12,372
Marshall Islands,7/1/01 0:00,Oceania,,,$0.12B,$2.2K,17,$0.0B,,,"52,131",,373
Cayman Islands,7/1/01 0:00,The Americas,Caribbean,,,,,,,,"42,501",,374
Curacao,7/1/01 0:00,The Americas,Caribbean,,,,,,,,"128,752",,375
Sint Maarten (Dutch part),7/1/01 0:00,The Americas,Caribbean,,,,,,,,"31,189",,376
St. Martin (French part),7/1/01 0:00,The Americas,Caribbean,,,,,,,,"27,782",,377
Turks and Caicos Islands,7/1/01 0:00,The Americas,Caribbean,,,,,,,,"20,728",,378
Aruba,7/1/01 0:00,The Americas,Caribbean,6,$1.90B,$20.6K,,,12,74,"92,363",6,379
Puerto Rico,7/1/01 0:00,The Americas,Caribbean,,$69.21B,$18.1K,,,,77,"3,818,774",,380
Virgin Islands (U.S.),7/1/01 0:00,The Americas,Caribbean,,,,,,,78,"108,746",,381
Trinidad and Tobago,7/1/01 0:00,The Americas,Caribbean,8,$8.82B,$6.8K,4,$0.0B,16,68,"1,296,962",8,382
St. Kitts and Nevis,7/1/01 0:00,The Americas,Caribbean,4,$0.41B,$8.9K,5,$0.0B,11,,"46,111",7,383
Antigua and Barbuda,7/1/01 0:00,The Americas,Caribbean,4,$0.79B,$10.0K,5,$0.0B,12,,"79,165",8,384
Jamaica,7/1/01 0:00,The Americas,Caribbean,10,$9.10B,$3.5K,5,$0.0B,21,71,"2,604,789",11,385
Dominica,7/1/01 0:00,The Americas,Caribbean,4,$0.34B,$4.8K,6,$0.0B,11,,"69,447",7,386
Haiti,7/1/01 0:00,The Americas,Caribbean,14,$3.51B,$0.4K,6,$0.0B,34,59,"8,791,931",20,387
St. Vincent and the Grenadines,7/1/01 0:00,The Americas,Caribbean,5,$0.43B,$4.0K,6,$0.0B,12,70,"107,987",7,388
Dominican Republic,7/1/01 0:00,The Americas,Caribbean,16,$24.89B,$2.9K,6,$0.0B,24,71,"8,726,256",8,389
"Bahamas, The",7/1/01 0:00,The Americas,Caribbean,4,$6.52B,$21.6K,6,$0.0B,6,72,"301,606",2,390
St. Lucia,7/1/01 0:00,The Americas,Caribbean,5,$0.68B,$4.3K,6,$0.0B,13,74,"157,897",8,391
Cuba,7/1/01 0:00,The Americas,Caribbean,,$31.68B,$2.8K,6,$0.0B,,77,"11,140,168",,392
Barbados,7/1/01 0:00,The Americas,Caribbean,4,$2.55B,$9.5K,7,$0.0B,10,76,"268,192",6,393
Grenada,7/1/01 0:00,The Americas,Caribbean,4,$0.52B,$5.1K,8,$0.0B,10,74,"101,731",6,394
Belize,7/1/01 0:00,The Americas,Central America,6,$0.87B,$3.4K,4,$0.0B,15,74,"257,300",9,395
Honduras,7/1/01 0:00,The Americas,Central America,14,$7.57B,$1.2K,5,$0.0B,24,71,"6,347,272",10,396
Mexico,7/1/01 0:00,The Americas,Central America,6,$622.09B,$6.1K,5,$0.0B,13,75,"101,329,543",7,397
Guatemala,7/1/01 0:00,The Americas,Central America,9,$18.70B,$1.6K,6,$0.0B,19,68,"11,512,637",10,398
Nicaragua,7/1/01 0:00,The Americas,Central America,12,$4.10B,$0.8K,7,$0.0B,19,70,"5,148,635",7,399
Costa Rica,7/1/01 0:00,The Americas,Central America,12,$16.40B,$4.1K,7,$0.0B,24,78,"4,002,946",12,400
El Salvador,7/1/01 0:00,The Americas,Central America,,$13.81B,$2.3K,8,$0.0B,,70,"5,966,027",,401
Panama,7/1/01 0:00,The Americas,Central America,7,$11.81B,$3.9K,8,$0.0B,11,74,"3,012,635",4,402
Bermuda,7/1/01 0:00,The Americas,North America,,$3.68B,$58.9K,,,,,"62,500",,403
Greenland,7/1/01 0:00,The Americas,North America,,$1.09B,$19.3K,,,,67,"56,350",,404
Canada,7/1/01 0:00,The Americas,North America,2,$715.42B,$23.0K,9,$0.0B,6,79,"31,081,900",4,405
United States,7/1/01 0:00,The Americas,North America,,"$10,233.90B",$35.9K,14,$0.0B,7,77,"284,968,955",,406
Peru,7/1/01 0:00,The Americas,South America,8,$53.94B,$2.1K,5,$0.0B,25,71,"26,228,274",17,407
Ecuador,7/1/01 0:00,The Americas,South America,7,$21.25B,$1.7K,5,$0.0B,16,74,"12,552,036",9,408
Bolivia,7/1/01 0:00,The Americas,South America,10,$8.14B,$1.0K,6,$0.0B,20,63,"8,476,709",10,409
Guyana,7/1/01 0:00,The Americas,South America,8,$0.70B,$0.9K,6,$0.0B,17,65,"735,327",9,410
"Venezuela, RB",7/1/01 0:00,The Americas,South America,16,$122.91B,$5.0K,6,$0.0B,22,73,"24,765,000",6,411
Brazil,7/1/01 0:00,The Americas,South America,18,$553.58B,$3.1K,7,$0.0B,58,70,"176,877,135",40,412
Colombia,7/1/01 0:00,The Americas,South America,12,$98.75B,$2.4K,7,$0.0B,21,71,"40,422,597",9,413
Chile,7/1/01 0:00,The Americas,South America,6,$68.57B,$4.4K,7,$0.0B,12,77,"15,604,200",6,414
Suriname,7/1/01 0:00,The Americas,South America,12,$0.76B,$1.6K,8,$0.0B,26,68,"473,431",14,415
Paraguay,7/1/01 0:00,The Americas,South America,16,$6.45B,$1.2K,9,$0.0B,28,70,"5,453,921",12,416
Argentina,7/1/01 0:00,The Americas,South America,16,$268.70B,$7.2K,9,$0.0B,28,74,"37,302,116",12,417
Uruguay,7/1/01 0:00,The Americas,South America,22,$20.90B,$6.3K,11,$0.0B,49,75,"3,308,356",27,418
Zimbabwe,7/1/02 0:00,Centro Oeste,Brasilia,18,$6.34B,$0.5K,,,36,43,"12,607,791",18,419
Somalia,7/1/02 0:00,Centro Oeste,Brasilia,,,,,,,49,"7,791,254",,420
Comoros,7/1/02 0:00,Centro Oeste,Brasilia,3,$0.25B,$0.4K,3,$0.0B,12,58,"593,170",9,421
Rwanda,7/1/02 0:00,Centro Oeste,Brasilia,9,$1.64B,$0.2K,4,$0.0B,16,49,"8,696,378",7,422
Tanzania,7/1/02 0:00,Centro Oeste,Brasilia,3,$10.81B,$0.3K,4,$0.0B,16,51,"35,832,494",13,423
Kenya,7/1/02 0:00,Centro Oeste,Brasilia,5,$13.15B,$0.4K,4,$0.0B,18,52,"32,927,864",13,424
Eritrea,7/1/02 0:00,Centro Oeste,Brasilia,,$0.68B,$0.2K,4,$0.0B,,57,"3,973,973",,425
Madagascar,7/1/02 0:00,Centro Oeste,Brasilia,12,$4.40B,$0.3K,4,$0.0B,25,62,"16,338,968",13,426
Mauritius,7/1/02 0:00,Centro Oeste,Brasilia,10,$4.77B,$3.9K,4,$0.0B,21,72,"1,210,196",11,427
Malawi,7/1/02 0:00,Centro Oeste,Brasilia,28,$2.67B,$0.2K,5,$0.0B,51,47,"11,833,102",23,428
Ethiopia,7/1/02 0:00,Centro Oeste,Brasilia,4,$7.79B,$0.1K,5,$0.0B,9,53,"69,040,669",5,429
Djibouti,7/1/02 0:00,Centro Oeste,Brasilia,1,$0.59B,$0.8K,5,$0.0B,11,54,"765,283",10,430
Seychelles,7/1/02 0:00,Centro Oeste,Brasilia,5,$0.70B,$8.3K,5,$0.0B,11,73,"83,700",6,431
Mozambique,7/1/02 0:00,Centro Oeste,Brasilia,18,$4.20B,$0.2K,6,$0.0B,27,48,"19,200,021",9,432
Zambia,7/1/02 0:00,Centro Oeste,Brasilia,23,$3.72B,$0.3K,7,$0.0B,45,42,"10,693,471",22,433
Burundi,7/1/02 0:00,Centro Oeste,Brasilia,,$0.78B,$0.1K,7,$0.0B,19,47,"6,656,071",,434
Uganda,7/1/02 0:00,Centro Oeste,Brasilia,6,$6.18B,$0.2K,8,$0.0B,19,48,"25,794,397",13,435
Angola,7/1/02 0:00,Centro Oeste,Middle Centro Oeste,49,$11.43B,$0.8K,2,$0.0B,97,47,"14,890,474",48,436
"Congo, Rep.",7/1/02 0:00,Centro Oeste,Middle Centro Oeste,5,$3.02B,$0.9K,2,$0.0B,18,54,"3,288,923",13,437
Gabon,7/1/02 0:00,Centro Oeste,Middle Centro Oeste,5,$4.93B,$3.8K,3,$0.0B,,59,"1,290,532",,438
Central Centro Oesten Republic,7/1/02 0:00,Centro Oeste,Middle Centro Oeste,5,$1.04B,$0.3K,4,$0.0B,18,44,"3,829,238",13,439
"Congo, Dem. Rep.",7/1/02 0:00,Centro Oeste,Middle Centro Oeste,,$5.54B,$0.1K,4,$0.0B,,46,"52,491,329",,440
Equatorial Guinea,7/1/02 0:00,Centro Oeste,Middle Centro Oeste,5,$2.15B,$3.9K,4,$0.0B,18,49,"554,429",13,441
Cameroon,7/1/02 0:00,Centro Oeste,Middle Centro Oeste,5,$10.88B,$0.7K,5,$0.0B,18,50,"16,408,085",13,442
Chad,7/1/02 0:00,Centro Oeste,Middle Centro Oeste,5,$1.99B,$0.2K,8,$0.0B,18,48,"8,831,199",13,443
Sao Tome and Principe,7/1/02 0:00,Centro Oeste,Middle Centro Oeste,15,$0.09B,$0.6K,14,$0.0B,37,63,"145,761",22,444
South Sudan,7/1/02 0:00,Centro Oeste,Northern Centro Oeste,,,,,,,,"7,009,780",,445
Sudan,7/1/02 0:00,Centro Oeste,Northern Centro Oeste,,$14.98B,$0.4K,4,$0.0B,,58,"28,806,330",,446
Algeria,7/1/02 0:00,Centro Oeste,Northern Centro Oeste,5,$57.05B,$1.8K,4,$0.0B,9,71,"31,441,848",4,447
Morocco,7/1/02 0:00,Centro Oeste,Northern Centro Oeste,5,$40.42B,$1.4K,5,$0.0B,13,69,"29,453,931",8,448
Libya,7/1/02 0:00,Centro Oeste,Northern Centro Oeste,3,$19.84B,$3.7K,5,$0.0B,7,73,"5,434,293",4,449
"Egypt, Arab Rep.",7/1/02 0:00,Centro Oeste,Northern Centro Oeste,9,$87.85B,$1.3K,6,$0.0B,14,70,"70,174,632",5,450
Tunisia,7/1/02 0:00,Centro Oeste,Northern Centro Oeste,,$23.14B,$2.4K,6,$0.0B,,73,"9,781,900",,451
Swaziland,7/1/02 0:00,Centro Oeste,Southern Centro Oeste,8,$1.22B,$1.2K,6,$0.0B,15,47,"1,013,437",7,452
Botswana,7/1/02 0:00,Centro Oeste,Southern Centro Oeste,10,$6.09B,$3.4K,6,$0.0B,16,49,"1,808,103",6,453
